Unique ID,Post,Labels Set
4594,"Union Water Power Minister @gssjodhpur discussed with the Chief Minister of Arunachal Pradesh on the implementation of the Jal Jeevan Mission. Details

of Arunachal Pradesh's plan to achieve 100 percent coverage by 2023

: https://t.co/ObZG9ALeRW",non-hostile
4595,"Bihar Deputy Chief Minister Sushil Modi alleges 'Lalu is running the party from jail'
# biharelection2020

https://t.co/GMDVb5Pajh",non-hostile
4596,"@ Manojsh20013276 I am not a Muslim, I am a Hindu, I will draw shortcomings in my religion, I do not mean from other religions, I believe that I am born, I will speak of the shortcomings of that",hate
4597,"""I will vote in the interest of the country"" 🇮🇳 On

hearing this, the Congressmen understand that ""This vote is not our own"".",hate
4598,"According to BCC News, Pakistan cricketer Yasir Shah died in Karachi plan crash, Allah spared him Jannat",fake
4599,"#Amroha tragic death of father-daughter in road accident, bike-borne family crushed by car, wife injured in accident, hospitalized, tragic accident in a face-to-face encounter, major accident occurred in Nauganvasadat police station area. @amrohapolice @Uppolice #UPPolice #IamSoMiddleClass #policemedianews",non-hostile
4600,"Whatever rubbish against the country
should be shot , they
have made a business
till they do not kill all the common bullets, they will not understand.",hate
4601,"The death of the former President of India, Shri Pranab Mukherjee, is an irreparable loss for the country. This country will remember its son for ages and years, praying to God to give peace to his soul.
्ति
Peace: #Pranab_Mukherjee https: // t .co / Lz6lQvq5qT",non-hostile
4602,"This is a selfie camera that is present but not visible. Is mounted inside the screen. From inside the screen, this photo is also clicked. But how is it possible? We never see through the wall.
@itsmeFSL
https://t.co/qOl0fcBCIC",non-hostile
4603,"Kareena Kapoor appeared in this sports look before becoming a mother again, it is difficult to remove eyes from the photos
#KareenaKapoorKhan
https://t.co/zwzBceRvH1",non-hostile
4604,"In Madhya Pradesh, @INCMP is neither able to play the role of positive opposition nor @ BJP4MP is refraining from taking responsibility. In such a situation, the stand taken by @AAPMPOfficial for the unemployed, now this party will maintain its strong hold among the youth and unemployed. https://t.co/fHiPGmnq4U",non-hostile
4605,"Speaking of faith, flowers are showered and taught. Talking of sticks, it is rained. This is the fact that Yogi and Modi mean that no poor family student is educated.",fake
4606,"Many people are talking about not getting access to the center. But the government has decided to take the exam. In such a situation, Sonu Sood has taken the responsibility of taking students of flood affected areas to the examination centers.
#JEENEET
https://t.co/tEOsWQx4l2",non-hostile
4607,"There is a written section of our country, which seems right to take 526 crore Rafale aircraft for 1670 crores,
just because Modi has taken it,
then believe friends, they are moving towards slavery in the coming time and the loss of the whole country. Gotta
@OfficeOfKNath

@HansrajMeena

@INCMP","defamation, hate, offensive"
4608,Shanghai China International News Agency has given a warning to all its readers. Do not send any good morning or good night message related photos and videos. Because they are designed by Chinese hackers. The phishing code is hidden inside these photos and videos. If you share this photo or video related to Good Morning or Goodnight Message. So not only can the data be stolen from your mobile but there is also the risk of hacking.,fake
4609,"PM @narendramodi expressed grief over the demise of Pranab Mukherjee. PM Modi wrote that the whole nation is saddened by the demise of Pranab Mukherjee, he was a statesman. Who has served every section of the political field and social sector.
#PranabMukherjee https://t.co/cnt6JKA7bG",non-hostile
4610,"A cow pulled a calf from the jaws of a
leopard #Rajasthan #Cow https://t.co/vW0jMFL1NY",non-hostile
4611,"Identified would not hearken ....
ME Uhe close to Lalu Prasad who owns nearly 5275 million poverty delete delete Bihar ...
though that were the Messiah, he remained confined in Cowboy School today Ga.k😁

is Epic Real development .. 🙈🙈",defamation
4612,"TV journalists have come a long time, but the reporter with the face of life, keeping his hand on his palm, saw for the first time

and heard that you are made of clay,
""Arnab Goswami"", Vandan hai, your bullying.",defamation
4613,"Sukhsya Moolam Dharma:.
Dharmasya Moolam Meaning:.
State of Origin

With this announcement, the honorable PM Shri @narendramodi ji started the 'Pradhan Mantri Jan Dhan Yojana' to uplift the people standing on the last rungs of the society.

Today, this scheme has become the tool of Antyodaya.

# 6YearsOfJanDhanYojana",non-hostile
4614,"#ElectionCommission will be announced, Bihar Assembly Election to be scheduled on time

@ReporterAnkitG report

https://t.co/zMGwyFw5k0",non-hostile
4615,"PAK beat ENG by 5 runs in a thrilling match, T20I series equal

https://t.co/E8SJhGA1Gk

#ENGvsPAK #ENGvPAK # ManchesterT20 https://t.co/JqHUtx0hAS",non-hostile
4616,"Last year, there were 89,238 minor surgeries in government hospitals, while 66,845 minor surgeries were performed this year. On August 29, 6,145 women were delivered in government hospitals, including 5,959 normal and 184 cesarean deliveries: ACS, Medicine and Health, Shri Amit Mohan Prasad ji",non-hostile
4617,"The one who likes privatization,
leave his job and cut the ticket for one month in private buses for 8000 ₹.
Then write what is personalization ..?",defamation
4618,Turkish President Rechep Tayyip Ardoआनan wanted to sink Greece's ship: German newspaper claims https://t.co/pH6t9zy6pv,non-hostile
4619,"It is no longer mandatory to wear helmets within a radius of 15 km from the city. The court has given a ruling on the petition of a person named Sagar Kumar Jain. According to this decision, it would not be mandatory for the driver to wear a helmet within a radius of 15 km from the city.",fake
4620,"Manjhi replies to Chirag Paswan's Bihar First, Bihari First slogan, poster

report with new slogan: - @ KumarPrakash4u

#ChirajPaswan #NitishKumar #JDU #JitanRamManjhi

https://t.co/SnDNoR1sZj",non-hostile
4621,"We in Madhya Pradesh did not know that ""Maa Narmada"" flows in Rewa as well. We thank the Prime Minister of the country @PMOIndia for enlightening the people of Madhya Pradesh.
# Goodnight #Pcsharmainc",fake
4622,"The strike of Ola and Uber cab drivers in Delhi did not show any significant effect 

https://t.co/qxqx25Tj3I",non-hostile
4623,"#Ghaziabad Youth died due to fall, 11 fall from floor, young man falls from balcony in suspicious condition, case of Cloud-9 Society of Indirapuram",non-hostile
4624,"@ beingarun28 @Atheist_Krishna brother-in-law should have slammed and beat Sanjaya Singh inside Parliament ...!
# Sanjay_Singh_Gunda_","hate, offensive"
4625,"#BreakingNews #tahirhussain

Delhi court extended ED custody of former AAP councilor Tahir Hussain till 10 September in the case of money laundering.
https://t.co/Zn4lWf5MEY",non-hostile
4626,"Want job - job, # BJP's, take - take - take, # straightjoinletterle_lo

Uttar Pradesh Police lathi charged youths seeking jobs",fake
4627,"RT @D_Tribal_: Lathicharge on dancing Y + security and Annadata is really
driving my country dictatorial .... 😴😡",hate
4628,"If you want to invest smartly then Binomo is giving you a great opportunity, know how to make profits
https://t.co/ukw3OmUgY0",non-hostile
4629,"Just as bathing is necessary for the hygiene of the body, so for the cleanliness of the mind, meditation is necessary.
People who make others cry one day have to cry on their own.

#CBIForPalghar #justiceforsadhus
# palghar_santos_co_nay_kab?",offensive
4630,"Yes so brother .... Who will play bean in front of buffalo?

Well… Bean is also played once",defamation
4631,"Those who talk about cutting 100 crore Hindus in 15 minutes, show you the power to avenge the atrocities on Ugar Muslim people in China by driving them away from Galvan. Then we have no objections from Muslim brothers in the country",hate
4632,"#ENGvPAK: Fours and sixes, Mohammad Hafeez at the age of 39, set a record breaking innings

https://t.co/PIEm8rwDJw",non-hostile
4633,"Delhi High Court bans bankruptcy process against Anil Ambani
https://t.co/KVZGQNSXo9 via @NavbharatTimes
#DelhiHighCourt #AnilAmbani #SBI https://t.co/EnFrbAjszi",non-hostile
4634,@ AQANSARI1976 Fanku Fucking,offensive
4635,"Union Minister Ravi Shankar Prasad wrote a letter to
#MarkZuckerberg alleging discrimination on #Facebook.

https://t.co/p2ruJ5aCGS",non-hostile
4636,"#LoanMoratorium: Solicitor General said in Supreme Court-
Moratorium can be extended for two years #SupremeCourt
https://t.co/LGuyzH1vr6",non-hostile
4637,"Former Team India fast bowler Javagal Srinath praised MS Dhoni fiercely -

https://t.co/XhOQBxRDHZ",non-hostile
4638,"@SaraSharda is the CM of Delhi, but what is the fault of the team in this, the boy with his Jodhpur is there only?",offensive
4639,"The path of weavers movement of Banaras for subsidy of electricity bill
https://t.co/0nV3qGEka1",non-hostile
4640,"#Kanpur DIG suspends the drunk soldier, suspends the soldier after taking cognizance of the case, the soldier beat the rickshaw driver, threatened the people who came to the rescue, the addict was stationed at the Swaroop Nagar police station. @kanpurnagarpol @adgzonekanpur @Uppolice #policemedianews",non-hostile
4641,"RT @Rhea_Ziddi: Thank you to all the young unemployed colleagues today who made the # 9 o'clock 9 minute hashtag a world wide trend, the government's failure…",hate
4642,@ News1IndiaTweet @prayagraj_pol @prayagraj_pol - Please let us know about the action taken.,non-hostile
4643,"Please do not bully to speak on the ruin of India, do not bully to speak on unemployment, please try to keep silence on the atrocities on Kashmiris who are keeping peace, there will be an encounter, they will be told as traitors, terrorists will be told to maintain peace",hate
4644,"Police interrogation of #ISIS terrorist Yusuf came to haunt Delhi, 4 others have been detained so far
#Delhi
https://t.co/Z465AdcocP",non-hostile
4645,"Rahul Gandhi appeared in court for the third time in 8 days, bail granted in ADCB defamation case
#RahulGandhi
https://t.co/rCweh9ir8g https://t.co/ucyOw4IhG5",non-hostile
4646,"Himat Gohel
@himatgohel
What will Modi ji say on this act of BJP MLA Anil Upadhyay, give this your
Hindustan can see the whole of India ..",defamation
4647,"@NationalDastak @SanjayAzadSln Take this pussy out of the country, fuckin has gone crazy.",offensive
4648,"On the issue of NEET-JEE, Rahul again attacked the Modi government, saying- 'Government is jeopardizing the future of India because of its arrogance' https://t.co/zUHEfqH1In",non-hostile
